City,Region,Country,Latitude,Longitude,TimeZone,LocalTimeEpoch,LocalTime,LastUpdatedEpoch,LastUpdated,Temperature_C,Temperature_F,IsDay,ConditionText,ConditionIcon,WindMPH,WindKPH,WindDegree,WindDir,PressureMB,PressureIn,PrecipMM,PrecipIn,Humidity,Cloud,FeelsLike_C,FeelsLike_F,VisibilityKM,VisibilityMiles,UV,GustMPH,GustKPH
Puyang,Henan,China,35.7,115.01,Asia/Shanghai,1699737676,2023-11-12 5:21,1699737300,2023-11-12 05:15,1.6,34.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,18,NNE,1036.0,30.6,0.0,0.0,66,0,0.2,32.3,10.0,6.0,1.0,5.9,9.5
Chengguanzhen,Henan,China,35.54,114.55,Asia/Shanghai,1699737677,2023-11-12 5:21,1699737300,2023-11-12 05:15,1.5,34.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,19,NNE,1036.0,30.6,0.0,0.0,73,0,0.8,33.4,10.0,6.0,1.0,4.3,6.9
Qabqa,Qinghai,China,36.28,100.61,Asia/Shanghai,1699737676,2023-11-12 5:21,1699737300,2023-11-12 05:15,-4.7,23.5,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.0,6.5,101,ESE,1026.0,30.3,0.0,0.0,53,40,-7.7,18.2,10.0,6.0,1.0,6.8,11.0
Qagan Us,Qinghai,China,36.17,98.27,Asia/Shanghai,1699737677,2023-11-12 5:21,1699737300,2023-11-12 05:15,-3.1,26.4,0,Moderate snow,//cdn.weatherapi.com/weather/64x64/night/332.png,5.4,8.6,232,SW,1025.0,30.27,0.1,0.0,37,76,-6.6,20.1,5.0,3.0,1.0,9.3,14.9
Qamdo,Xizang,China,31.17,97.23,Asia/Shanghai,1699737677,2023-11-12 5:21,1699737300,2023-11-12 05:15,-2.9,26.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.4,5.4,199,SSW,1019.0,30.09,0.0,0.0,62,6,-5.1,22.8,10.0,6.0,1.0,6.3,10.1
Qapqal,Xinjiang,China,43.8,81.09,Asia/Shanghai,1699737677,2023-11-12 5:21,1699737300,2023-11-12 05:15,7.5,45.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,9.4,15.1,79,E,1024.0,30.23,0.0,0.0,41,31,4.8,40.6,10.0,6.0,1.0,18.1,29.1
Qarqan,Xinjiang,China,38.13,85.53,Asia/Shanghai,1699737677,2023-11-12 5:21,1699737300,2023-11-12 05:15,2.7,36.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,9.2,14.8,86,E,1030.0,30.42,0.0,0.0,29,1,-1.0,30.1,10.0,6.0,1.0,19.3,31.0
Qianan,Jilin,China,45.0,124.0,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,-17.2,1.1,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,277,W,1033.0,30.51,0.0,0.0,92,28,-19.9,-3.8,10.0,6.0,1.0,4.7,7.6
Qianmotou,Hebei,China,37.79,115.48,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,0.1,32.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,286,WNW,1036.0,30.6,0.0,0.0,49,2,-1.4,29.5,10.0,6.0,1.0,6.0,9.7
Qianwu,Fujian,China,23.69,117.37,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,18.5,65.2,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,6.5,10.4,50,NE,1021.0,30.14,0.0,0.0,79,78,18.5,65.2,10.0,6.0,1.0,11.0,17.7
Qianxi,Zhejiang,China,29.11,119.6,Asia/Shanghai,1699737677,2023-11-12 5:21,1699737300,2023-11-12 05:15,12.0,53.5,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,2.5,4.0,11,NNE,1029.0,30.38,0.13,0.01,94,100,12.3,54.1,2.0,1.0,1.0,3.3,5.3
Qianzhou,Jiangsu,China,31.69,120.21,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,9.4,49.0,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,13.6,22.0,351,N,1031.0,30.45,0.19,0.01,82,100,6.5,43.6,2.0,1.0,1.0,17.4,27.9
Qiaomaichuan,Shanxi,China,39.79,113.82,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,-7.4,18.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.9,7.9,238,WSW,1041.0,30.74,0.0,0.0,35,0,-11.4,11.4,10.0,6.0,1.0,8.6,13.8
Qiaotou,Shanxi,China,40.25,113.72,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,-7.4,18.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.9,7.9,238,WSW,1041.0,30.74,0.0,0.0,35,0,-11.4,11.4,10.0,6.0,1.0,8.6,13.8
Qiaotouba,Chongqing,China,30.13,108.23,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,9.1,48.4,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,3.8,6.1,48,NE,1024.0,30.25,0.0,0.0,83,73,8.4,47.1,10.0,6.0,1.0,8.0,12.9
Qincheng,Xinjiang,China,42.78,94.6,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,-5.3,22.5,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,336,NNW,1037.0,30.63,0.0,0.0,39,49,-6.7,20.0,10.0,6.0,1.0,3.2,5.2
Qincun,Hebei,China,37.83,116.67,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,-1.1,30.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.4,8.6,7,N,1036.0,30.6,0.0,0.0,41,0,-4.2,24.5,10.0,6.0,1.0,11.0,17.7
Qingan,Heilongjiang,China,46.88,127.51,Asia/Shanghai,1699737678,2023-11-12 5:21,1699737300,2023-11-12 05:15,-22.8,-9.1,0,Freezing fog,//cdn.weatherapi.com/weather/64x64/night/260.png,2.9,4.7,186,S,1032.0,30.48,0.0,0.0,100,40,-27.2,-16.9,0.0,0.0,1.0,6.1,9.8
Qingdao,Shandong,China,36.1,120.37,Asia/Shanghai,1699737636,2023-11-12 5:20,1699737300,2023-11-12 05:15,2.0,35.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,11.9,19.1,290,WNW,1033.0,30.5,0.0,0.0,60,0,-2.7,27.2,10.0,6.0,1.0,15.2,24.5
Qingfengdian,Hebei,China,38.6,115.05,Asia/Shanghai,1699737680,2023-11-12 5:21,1699737300,2023-11-12 05:15,-2.0,28.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,290,WNW,1035.0,30.56,0.0,0.0,93,0,-5.1,22.9,6.0,3.0,1.0,10.3,16.6
Qinggang,Heilongjiang,China,46.68,126.08,Asia/Shanghai,1699737679,2023-11-12 5:21,1699737300,2023-11-12 05:15,-19.9,-3.8,0,Freezing fog,//cdn.weatherapi.com/weather/64x64/night/260.png,3.4,5.4,240,WSW,1032.0,30.47,0.0,0.0,98,3,-24.5,-12.1,0.0,0.0,1.0,7.0,11.3
Qingping,Shandong,China,36.75,116.07,Asia/Shanghai,1699737679,2023-11-12 5:21,1699737300,2023-11-12 05:15,0.4,32.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,21,NNE,1036.0,30.6,0.0,0.0,47,0,0.4,32.7,10.0,6.0,1.0,3.6,5.8
Qingquan,Hubei,China,30.45,115.22,Asia/Shanghai,1699737679,2023-11-12 5:21,1699737300,2023-11-12 05:15,9.2,48.6,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.3,13.3,357,N,1032.0,30.48,0.01,0.0,79,100,7.2,45.0,10.0,6.0,1.0,11.1,17.9
Qingshan,Jiangsu,China,32.32,119.05,Asia/Shanghai,1699737679,2023-11-12 5:21,1699737300,2023-11-12 05:15,8.0,46.4,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,2.2,3.6,351,N,1032.0,30.47,0.01,0.0,100,50,5.0,40.9,5.0,3.0,1.0,15.7,25.3
Qingxicun,Jiangxi,China,26.08,115.18,Asia/Shanghai,1699737680,2023-11-12 5:21,1699737300,2023-11-12 05:15,13.2,55.7,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.1,13.0,350,N,1026.0,30.3,0.11,0.0,91,100,12.1,53.7,10.0,6.0,1.0,9.6,15.5
Qingyang,Zhejiang,China,29.01,118.31,Asia/Shanghai,1699737679,2023-11-12 5:21,1699737300,2023-11-12 05:15,10.2,50.4,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,4.7,7.6,18,NNE,1029.0,30.38,0.15,0.01,96,100,9.3,48.8,2.0,1.0,1.0,6.4,10.4
Qingyang,Zhejiang,China,29.01,118.31,Asia/Shanghai,1699737679,2023-11-12 5:21,1699737300,2023-11-12 05:15,10.2,50.4,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,4.7,7.6,18,NNE,1029.0,30.38,0.15,0.01,96,100,9.3,48.8,2.0,1.0,1.0,6.4,10.4
Qingyuan,Guangdong,China,23.7,113.03,Asia/Shanghai,1699737680,2023-11-12 5:21,1699737300,2023-11-12 05:15,17.1,62.8,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,7.4,11.9,345,NNW,1021.0,30.15,0.3,0.01,88,81,17.1,62.8,2.0,1.0,1.0,9.6,15.4
Qingyuan,Guangdong,China,23.7,113.03,Asia/Shanghai,1699737680,2023-11-12 5:21,1699737300,2023-11-12 05:15,17.1,62.8,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,7.4,11.9,345,NNW,1021.0,30.15,0.3,0.01,88,81,17.1,62.8,2.0,1.0,1.0,9.6,15.4
Qingzhen,Guizhou,China,26.55,106.47,Asia/Shanghai,1699737680,2023-11-12 5:21,1699737300,2023-11-12 05:15,9.0,48.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,50,NE,1025.0,30.27,1.67,0.07,87,100,6.9,44.4,10.0,6.0,1.0,9.8,15.8
Qingzhou,Shandong,China,36.7,118.48,Asia/Shanghai,1699737680,2023-11-12 5:21,1699737300,2023-11-12 05:15,-1.6,29.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,6.7,10.8,277,W,1036.0,30.58,0.0,0.0,50,0,-5.5,22.2,10.0,6.0,1.0,13.8,22.3
Qinhe,Shanxi,China,39.74,113.1,Asia/Shanghai,1699737681,2023-11-12 5:21,1699737300,2023-11-12 05:15,-7.2,19.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,7.6,12.2,287,WNW,1041.0,30.75,0.0,0.0,29,0,-12.6,9.4,10.0,6.0,1.0,12.2,19.7
Qinhuangdao,Hebei,China,39.93,119.59,Asia/Shanghai,1699737681,2023-11-12 5:21,1699737300,2023-11-12 05:15,-1.8,28.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,7.2,11.5,4,N,1034.0,30.55,0.0,0.0,40,40,-5.8,21.5,10.0,6.0,1.0,12.4,20.0
Qinzhou,Guangxi,China,21.95,108.62,Asia/Shanghai,1699737638,2023-11-12 5:20,1699737300,2023-11-12 05:15,21.7,71.1,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.3,13.3,11,NNE,1017.0,30.04,0.05,0.0,91,100,21.7,71.1,10.0,6.0,1.0,12.1,19.5
Qionghu,Hunan,China,28.85,112.37,Asia/Shanghai,1699737638,2023-11-12 5:20,1699737300,2023-11-12 05:15,5.8,42.5,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,10.5,16.9,341,NNW,1033.0,30.51,0.11,0.0,91,100,2.5,36.5,10.0,6.0,1.0,14.1,22.7
Qiqihar,Heilongjiang,China,47.34,123.97,Asia/Shanghai,1699737681,2023-11-12 5:21,1699737300,2023-11-12 05:15,-12.2,10.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.8,9.4,310,NW,1032.0,30.48,0.0,0.0,74,9,-17.6,0.3,10.0,6.0,1.0,12.2,19.7
Qishe,Fujian,China,24.88,117.63,Asia/Shanghai,1699737638,2023-11-12 5:20,1699737300,2023-11-12 05:15,15.0,58.9,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,2.9,4.7,354,N,1022.0,30.18,0.01,0.0,95,100,15.5,59.8,2.0,1.0,1.0,5.6,9.0
Qitaihe,Heilongjiang,China,45.8,130.85,Asia/Shanghai,1699737681,2023-11-12 5:21,1699737300,2023-11-12 05:15,-16.9,1.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,7.8,12.6,292,WNW,1029.0,30.38,0.0,0.0,91,8,-24.5,-12.0,10.0,6.0,1.0,16.4,26.5
Qiutouzhen,Hebei,China,37.98,114.69,Asia/Shanghai,1699737682,2023-11-12 5:21,1699737300,2023-11-12 05:15,-2.0,28.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,290,WNW,1035.0,30.56,0.0,0.0,93,0,-3.3,26.1,6.0,3.0,1.0,4.8,7.7
Quanzhang,Shanxi,China,35.66,111.08,Asia/Shanghai,1699737682,2023-11-12 5:21,1699737300,2023-11-12 05:15,0.6,33.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,267,W,1039.0,30.68,0.0,0.0,33,0,-0.6,30.9,10.0,6.0,1.0,5.0,8.1
Quanzhou,Fujian,China,24.91,118.59,Asia/Shanghai,1699737682,2023-11-12 5:21,1699737300,2023-11-12 05:15,18.5,65.2,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.2,11.5,20,NNE,1022.0,30.18,0.0,0.0,74,86,18.5,65.2,10.0,6.0,1.0,11.9,19.1
Qufu,Shandong,China,35.6,116.99,Asia/Shanghai,1699737682,2023-11-12 5:21,1699737300,2023-11-12 05:15,-0.1,31.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,21,NNE,1036.0,30.59,0.0,0.0,57,3,-2.5,27.5,10.0,6.0,1.0,8.6,13.8
Qujing,Yunnan,China,25.48,103.78,Asia/Shanghai,1699737682,2023-11-12 5:21,1699737300,2023-11-12 05:15,10.3,50.6,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,171,S,1020.0,30.11,0.0,0.0,89,34,10.3,50.6,10.0,6.0,1.0,1.9,3.0
Qujingpu,Ningxia,China,38.08,106.05,Asia/Shanghai,1699737639,2023-11-12 5:20,1699737300,2023-11-12 05:15,-3.9,24.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,45,NE,1043.0,30.79,0.0,0.0,25,2,-4.0,24.9,10.0,6.0,1.0,2.6,4.1
Quzhou,Zhejiang,China,28.96,118.87,Asia/Shanghai,1699737682,2023-11-12 5:21,1699737300,2023-11-12 05:15,11.8,53.3,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,4.5,7.2,72,ENE,1028.0,30.37,0.23,0.01,96,100,11.3,52.4,2.0,1.0,1.0,5.9,9.5
Rencun,Henan,China,34.8,111.91,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,2.7,36.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,9.4,15.1,281,WNW,1037.0,30.62,0.0,0.0,47,0,-1.1,30.1,10.0,6.0,1.0,16.4,26.4
Renqiu,Hebei,China,38.7,116.09,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,-1.1,30.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,44,NE,1036.0,30.6,0.0,0.0,41,0,-2.9,26.8,10.0,6.0,1.0,6.3,10.1
Rizhao,Shandong,China,35.39,119.55,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,2.7,36.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,13.0,20.9,342,NNW,1034.0,30.54,0.0,0.0,63,0,-1.9,28.5,10.0,6.0,1.0,19.9,32.0
Rongcheng,Guangdong,China,23.53,116.37,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,21.0,69.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.3,6.8,350,N,1020.0,30.12,0.03,0.0,83,75,21.0,69.8,10.0,6.0,1.0,1.7,2.7
Rongcheng,Guangdong,China,23.53,116.37,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,21.0,69.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.3,6.8,350,N,1020.0,30.12,0.03,0.0,83,75,21.0,69.8,10.0,6.0,1.0,1.7,2.7
Rongcheng,Guangdong,China,23.53,116.37,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,21.0,69.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.3,6.8,350,N,1020.0,30.12,0.03,0.0,83,75,21.0,69.8,10.0,6.0,1.0,1.7,2.7
Rongjiawan,Hunan,China,29.15,113.12,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,6.2,43.2,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,14.1,22.7,13,NNE,1032.0,30.49,0.05,0.0,91,100,2.4,36.2,10.0,6.0,1.0,19.3,31.0
Rongwo,Qinghai,China,35.51,102.01,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,-6.6,20.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,109,ESE,1034.0,30.53,0.0,0.0,61,13,-8.7,16.3,10.0,6.0,1.0,4.4,7.1
Rucheng,Hunan,China,25.53,113.65,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,7.5,45.5,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,4.7,7.6,325,NW,1030.0,30.41,0.06,0.0,96,100,6.2,43.1,2.0,1.0,1.0,5.4,8.7
Ruian,Zhejiang,China,27.78,120.63,Asia/Shanghai,1699737683,2023-11-12 5:21,1699737300,2023-11-12 05:15,15.3,59.5,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,5.6,9.0,337,NNW,1026.0,30.29,0.0,0.0,89,100,15.3,59.5,10.0,6.0,1.0,7.6,12.2
Ruoqiang,Xinjiang,China,39.03,88.0,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,4.3,39.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,6.5,10.4,58,ENE,1031.0,30.45,0.0,0.0,27,0,1.8,35.2,10.0,6.0,1.0,13.6,21.9
Sanchahe,Yunnan,China,25.05,103.8,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,11.9,53.5,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,126,SE,1019.0,30.08,0.0,0.0,88,26,11.9,53.5,10.0,6.0,1.0,3.8,6.0
Sangyuan,Shaanxi,China,33.04,107.62,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,1.8,35.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,3.1,5.0,10,N,1034.0,30.54,0.0,0.0,96,80,0.4,32.7,2.0,1.0,1.0,5.0,8.0
Sanhe,Shaanxi,China,34.97,109.51,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,3.1,37.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,11.2,18.0,348,NNW,1039.0,30.69,0.0,0.0,25,15,-1.1,30.1,10.0,6.0,1.0,18.2,29.3
Sanhe,Shaanxi,China,34.97,109.51,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,3.1,37.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,11.2,18.0,348,NNW,1039.0,30.69,0.0,0.0,25,15,-1.1,30.1,10.0,6.0,1.0,18.2,29.3
Sanjiang,Guangxi,China,23.67,110.05,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,19.3,66.8,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,6.5,10.4,68,ENE,1020.0,30.11,0.02,0.0,91,100,19.3,66.8,10.0,6.0,1.0,8.2,13.2
Sanjiang,Guangxi,China,23.67,110.05,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,19.3,66.8,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,6.5,10.4,68,ENE,1020.0,30.11,0.02,0.0,91,100,19.3,66.8,10.0,6.0,1.0,8.2,13.2
Sanjiangkou,Sichuan,China,30.93,103.33,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,5.6,42.0,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,3.4,5.4,170,S,1026.0,30.29,0.67,0.03,97,100,4.6,40.2,2.0,1.0,1.0,7.0,11.3
Sanjiaocheng,Qinghai,China,36.89,101.0,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,-5.5,22.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,197,SSW,1034.0,30.55,0.0,0.0,59,8,-5.5,22.1,10.0,6.0,1.0,2.1,3.4
Sanmenxia,Henan,China,34.77,111.18,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,2.2,36.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,6.0,9.7,295,WNW,1039.0,30.68,0.0,0.0,52,0,-0.6,30.9,10.0,6.0,1.0,9.8,15.8
Sanming,Fujian,China,26.25,117.62,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,12.8,55.0,0,Fog,//cdn.weatherapi.com/weather/64x64/night/248.png,3.1,5.0,10,N,1024.0,30.24,0.05,0.0,97,100,12.9,55.2,0.0,0.0,1.0,6.1,9.8
Sanpozhen,Hebei,China,39.69,115.43,Asia/Shanghai,1699737684,2023-11-12 5:21,1699737300,2023-11-12 05:15,-9.0,15.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,7.8,12.6,310,NW,1039.0,30.67,0.0,0.0,38,1,-14.8,5.3,10.0,6.0,1.0,14.0,22.6
Sanya,Hainan,China,19.26,109.67,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,21.9,71.4,0,Fog,//cdn.weatherapi.com/weather/64x64/night/248.png,3.4,5.4,112,ESE,1016.0,30.0,0.0,0.0,97,100,21.9,71.5,0.0,0.0,1.0,5.8,9.4
Sanzhou,Zhejiang,China,29.22,120.8,Asia/Shanghai,1699737686,2023-11-12 5:21,1699737300,2023-11-12 05:15,9.7,49.5,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,5.1,8.3,323,NW,1028.0,30.35,0.32,0.01,97,100,8.6,47.5,2.0,1.0,1.0,9.7,15.6
Shache,Xinjiang,China,38.42,77.24,Asia/Shanghai,1699737642,2023-11-12 5:20,1699737300,2023-11-12 05:15,5.0,40.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,80,E,1029.0,30.38,0.0,0.0,34,8,4.3,39.8,10.0,6.0,1.0,5.5,8.9
Shacheng,Hebei,China,40.39,115.51,Asia/Shanghai,1699737686,2023-11-12 5:21,1699737300,2023-11-12 05:15,-5.8,21.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.1,16.2,294,WNW,1039.0,30.69,0.0,0.0,38,1,-11.9,10.7,10.0,6.0,1.0,12.6,20.3
Shahe,Hebei,China,36.85,114.5,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,1.8,35.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,262,W,1036.0,30.6,0.0,0.0,70,0,1.8,35.2,10.0,6.0,1.0,0.8,1.3
Shahedian,Hebei,China,37.65,114.74,Asia/Shanghai,1699737685,2023-11-12 5:21,1699737300,2023-11-12 05:15,0.7,33.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,257,WSW,1036.0,30.6,0.0,0.0,71,0,0.7,33.2,10.0,6.0,1.0,3.2,5.1
Shaliuhe,Qinghai,China,37.33,100.13,Asia/Shanghai,1699737643,2023-11-12 5:20,1699737300,2023-11-12 05:15,-5.4,22.3,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,3.6,5.8,18,NNE,1026.0,30.29,0.0,0.0,44,37,-8.1,17.4,10.0,6.0,1.0,6.4,10.3
Shancheng,Shandong,China,34.8,116.08,Asia/Shanghai,1699737686,2023-11-12 5:21,1699737300,2023-11-12 05:15,1.0,33.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.8,9.4,1,N,1036.0,30.59,0.0,0.0,51,10,-1.9,28.5,10.0,6.0,1.0,11.2,18.1
Shangchuankou,Qinghai,China,36.34,102.82,Asia/Shanghai,1699737687,2023-11-12 5:21,1699737300,2023-11-12 05:15,-2.8,27.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,191,SSW,1037.0,30.63,0.0,0.0,46,12,-2.8,27.0,10.0,6.0,1.0,0.5,0.8
Shanghai,Shanghai,China,31.01,121.41,Asia/Shanghai,1699737686,2023-11-12 5:21,1699737300,2023-11-12 05:15,11.0,51.8,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,13.6,22.0,350,N,1030.0,30.42,0.04,0.0,87,75,8.8,47.8,10.0,6.0,1.0,14.5,23.4
Shangjing,Zhejiang,China,29.37,120.14,Asia/Shanghai,1699737686,2023-11-12 5:21,1699737300,2023-11-12 05:15,10.2,50.3,0,Light rain shower,//cdn.weatherapi.com/weather/64x64/night/353.png,5.6,9.0,15,NNE,1029.0,30.39,0.15,0.01,92,100,9.0,48.2,10.0,6.0,1.0,9.3,14.9
Shangpa,Yunnan,China,26.97,98.9,Asia/Shanghai,1699737686,2023-11-12 5:21,1699737300,2023-11-12 05:15,-0.1,31.9,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.9,7.9,75,ENE,1027.0,30.32,0.0,0.0,88,35,-2.8,26.9,10.0,6.0,1.0,10.3,16.6
Shangping,Jiangxi,China,25.49,115.23,Asia/Shanghai,1699737687,2023-11-12 5:21,1699737300,2023-11-12 05:15,12.8,55.1,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.5,13.7,350,N,1025.0,30.28,0.01,0.0,89,100,11.6,52.8,10.0,6.0,1.0,13.0,20.9
Shangqiu,Henan,China,34.38,115.62,Asia/Shanghai,1699737687,2023-11-12 5:21,1699737300,2023-11-12 05:15,1.5,34.7,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,5.6,9.0,9,N,1036.0,30.59,0.0,0.0,62,30,-1.3,29.7,10.0,6.0,1.0,10.5,16.8
